# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 30 16:44:53 2018
#
# CONSTRAINT:  where (koi_disposition like '%c%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,ra,dec,koi_kepmag
67,12020329,K00783.01,CONFIRMED,CANDIDATE,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,0.051358,5.800000e-05,-2.091000e-03,4.86,1.050e+00,-3.700e-01,0.0732,,,833.0,,,6.660000,2.900000,-2.900000,5485.00,164.00,-180.00,295.455290,50.494560,15.080
68,12066335,K00784.01,CONFIRMED,CANDIDATE,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,0.031585,9.610000e-04,-5.000000e-04,1.93,1.000e-01,-1.200e-01,0.1171,,,393.0,,,55.020000,4.100000,-4.100000,4077.00,81.00,-81.00,293.973360,50.531910,15.385
69,12066335,K00784.02,CONFIRMED,CANDIDATE,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,0.031153,4.621000e-03,-1.610000e-03,1.91,1.000e-01,-1.200e-01,0.0760,,,488.0,,,45.900000,22.700000,-22.700000,4077.00,81.00,-81.00,293.973360,50.531910,15.385
70,12070811,K00785.01,CONFIRMED,CANDIDATE,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,0.032536,2.500000e-05,-4.662000e-03,2.66,5.400e-01,-2.300e-01,0.0983,,,677.0,,,13.070000,6.300000,-6.300000,5557.00,166.00,-166.00,296.021330,50.567780,15.505
71,8395660,K00116.02,CONFIRMED,CANDIDATE,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,0.025934,2.700000e-05,-3.042000e-03,2.87,4.300e-01,-3.000e-01,0.2395,,,531.0,,,28.200000,13.400000,-13.400000,5854.00,105.00,-117.00,300.863980,44.337551,12.882
74,3342970,K00800.01,CONFIRMED,CANDIDATE,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,0.026533,6.510000e-04,-2.760000e-04,3.12,1.020e+00,-3.400e-01,0.0401,,,1420.0,,,7.088000,0.285000,-0.285000,6214.00,174.00,-239.00,291.653530,38.494659,15.541
75,3342970,K00800.02,CONFIRMED,CANDIDATE,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,0.028255,7.020000e-04,-3.350000e-04,3.32,1.090e+00,-3.600e-01,0.0770,,,1025.0,,,14.003000,0.696000,-0.696000,6214.00,174.00,-239.00,291.653530,38.494659,15.541
77,12470844,K00790.01,CONFIRMED,CANDIDATE,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,0.030119,9.040000e-04,-3.970000e-04,2.59,3.700e-01,-2.200e-01,0.0778,,,751.0,,,24.470000,1.400000,-1.400000,5354.00,159.00,-159.00,296.366520,51.319519,15.339
78,12470844,K00790.02,CONFIRMED,CANDIDATE,60.418936900,5.0430000e-04,-5.0430000e-04,181.1636700,6.250000e-03,-6.250000e-03,5.03900,0.18400,-0.18400,9.3130e+02,4.960e+01,-4.960e+01,0.027422,1.196000e-03,-9.170000e-04,2.36,3.400e-01,-2.000e-01,0.2884,,,390.0,,,93.710000,3.400000,-3.400000,5354.00,159.00,-159.00,296.366520,51.319519,15.339
79,12644822,K00791.01,CONFIRMED,CANDIDATE,12.611904345,6.6500000e-06,-6.6500000e-06,180.8922840,4.130000e-04,-4.130000e-04,5.14970,0.05920,-0.05920,6.1056e+03,2.760e+01,-2.760e+01,0.073758,4.340000e-04,-1.812000e-03,7.40,2.200e+00,-7.300e-01,0.1058,,,753.0,,,17.270000,4.800000,-4.800000,5795.00,156.00,-173.00,289.112210,51.737381,15.140
82,2713049,K00794.01,CONFIRMED,CANDIDATE,2.539183147,5.0730000e-06,-5.0730000e-06,169.6749400,1.600000e-03,-1.600000e-03,2.42820,0.05590,-0.05590,3.8210e+02,1.140e+01,-1.140e+01,0.017724,5.070000e-04,-4.800000e-04,2.06,2.900e-01,-2.800e-01,0.0355,,,1332.0,,,7.930000,1.200000,-1.200000,5519.00,82.00,-74.00,291.439970,37.905659,15.026
83,3114167,K00795.01,CONFIRMED,CANDIDATE,6.770300385,9.5370000e-06,-9.5370000e-06,170.5766200,1.080000e-03,-1.080000e-03,2.08440,0.04540,-0.04540,1.3040e+03,2.970e+01,-2.970e+01,0.037414,2.226000e-03,-3.905000e-03,2.77,4.600e-01,-1.500e-01,0.0640,,,812.0,,,15.210000,7.500000,-7.500000,5653.00,166.00,-166.00,290.870510,38.273628,15.591
85,3115833,K00797.01,CANDIDATE,CANDIDATE,10.181584004,6.1880000e-06,-6.1880000e-06,177.1418910,4.830000e-04,-4.830000e-04,3.50890,0.03310,-0.03310,5.7411e+03,5.320e+01,-5.320e+01,0.084708,1.876000e-03,-1.718000e-03,7.73,2.170e+00,-7.200e-01,0.0884,,,812.0,,,12.776000,0.528000,-0.528000,5988.00,179.00,-197.00,291.281950,38.241669,15.657
86,4139816,K00812.02,CONFIRMED,CANDIDATE,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,0.036455,5.922000e-03,-1.247000e-03,1.96,1.300e-01,-1.600e-01,0.1150,,,361.0,,,40.400000,12.600000,-12.600000,3950.00,70.00,-86.00,286.079130,39.278320,15.954
87,4139816,K00812.03,CONFIRMED,CANDIDATE,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,0.033974,1.334000e-03,-6.990000e-04,1.83,1.200e-01,-1.500e-01,0.2005,,,273.0,,,76.670000,4.700000,-4.700000,3950.00,70.00,-86.00,286.079130,39.278320,15.954
88,8395660,K00116.04,CONFIRMED,CANDIDATE,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,0.011879,3.050000e-04,-2.656000e-03,1.31,2.000e-01,-1.300e-01,0.1602,,,649.0,,,11.980000,5.900000,-5.900000,5854.00,105.00,-117.00,300.863980,44.337551,12.882
89,4139816,K00812.04,CONFIRMED,CANDIDATE,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,0.022312,3.976000e-03,-1.621000e-03,1.20,8.000e-02,-1.000e-01,0.0614,,,494.0,,,20.200000,9.100000,-9.100000,3950.00,70.00,-86.00,286.079130,39.278320,15.954
90,4275191,K00813.01,CONFIRMED,CANDIDATE,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,0.086890,4.240000e-04,-2.620000e-03,7.34,1.530e+00,-6.500e-01,0.0460,,,1005.0,,,12.290000,5.700000,-5.700000,5557.00,167.00,-167.00,294.655240,39.308361,15.725
91,4476123,K00814.01,CONFIRMED,CANDIDATE,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,0.028938,6.010000e-04,-1.166000e-03,2.32,3.800e-01,-1.600e-01,0.1449,,,536.0,,,31.000000,10.400000,-10.400000,5395.00,160.00,-160.00,294.710630,39.521740,15.583
92,3351888,K00801.01,CONFIRMED,CANDIDATE,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,0.080543,8.700000e-05,-1.150000e-04,9.73,1.410e+00,-1.420e+00,0.0265,,,1579.0,,,5.636400,0.045400,-0.045400,5539.00,83.00,-74.00,293.871920,38.422939,15.001
93,3453214,K00802.01,CANDIDATE,CANDIDATE,19.620346923,3.7300000e-06,-3.7300000e-06,181.8818190,1.480000e-04,-1.480000e-04,2.00380,0.02920,-0.02920,2.1725e+04,8.500e+01,-8.500e+01,0.137595,1.000000e-05,-3.638000e-03,13.60,1.820e+00,-9.200e-01,0.1389,,,643.0,,,77.900000,22.000000,-22.000000,5710.00,76.00,-85.00,293.816190,38.563568,15.562
95,3641726,K00804.01,CANDIDATE,CANDIDATE,9.029306890,1.6480000e-05,-1.6480000e-05,177.2042200,1.420000e-03,-1.420000e-03,3.14490,0.05280,-0.05280,1.0198e+03,2.190e+01,-2.190e+01,0.028718,8.820000e-04,-5.440000e-04,2.57,4.400e-01,-2.600e-01,0.0796,,,757.0,,,22.570000,1.200000,-1.200000,5349.00,167.00,-167.00,290.333620,38.728230,15.387
97,3832474,K00806.01,CONFIRMED,CANDIDATE,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,8.93020,0.09610,-0.09610,1.0566e+04,8.240e+01,-8.240e+01,0.094044,4.216000e-03,-1.410000e-03,8.90,8.200e-01,-3.800e-01,0.5336,,,308.0,,,125.800000,31.900000,-31.900000,5485.00,98.00,-120.00,285.283630,38.947281,15.403
98,8395660,K00116.03,CONFIRMED,CANDIDATE,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,3.26200,0.18600,-0.18600,5.5800e+01,4.300e+00,-4.300e+00,0.007192,2.592000e-03,-4.070000e-04,0.79,1.300e-01,-8.000e-02,0.0648,,,1021.0,,,11.190000,4.700000,-4.700000,5854.00,105.00,-117.00,300.863980,44.337551,12.882
99,3832474,K00806.02,CONFIRMED,CANDIDATE,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,6.61880,0.03270,-0.03270,2.0280e+04,6.400e+01,-6.400e+01,0.128744,2.410000e-04,-1.016000e-03,12.19,1.110e+00,-5.200e-01,0.2998,,,411.0,,,77.040000,5.800000,-5.800000,5485.00,98.00,-120.00,285.283630,38.947281,15.403
100,3832474,K00806.03,CONFIRMED,CANDIDATE,29.159861500,2.5340000e-04,-2.5340000e-04,150.6992200,7.180000e-03,-7.180000e-03,4.80300,0.20000,-0.20000,4.8800e+02,4.350e+01,-4.350e+01,0.020180,7.590000e-04,-1.544000e-03,1.91,2.000e-01,-7.000e-02,0.1847,,,524.0,,,44.200000,17.900000,-17.900000,5485.00,99.00,-112.00,285.283630,38.947281,15.403
103,3935914,K00809.01,CONFIRMED,CANDIDATE,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,1.96040,0.01060,-0.01060,1.5044e+04,2.030e+01,-2.030e+01,0.115879,3.870000e-04,-6.210000e-04,11.30,3.090e+00,-1.330e+00,0.0258,,,1539.0,,,6.203000,0.412000,-0.412000,5934.00,160.00,-178.00,285.213810,39.027481,15.530
104,3940418,K00810.01,CANDIDATE,CANDIDATE,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,2.33500,0.03320,-0.03320,1.0087e+03,1.660e+01,-1.660e+01,0.028315,8.810000e-04,-3.660000e-04,2.50,3.400e-01,-1.900e-01,0.0535,,,886.0,,,16.102000,0.647000,-0.647000,5170.00,155.00,-155.00,287.093990,39.060719,15.119
105,4049131,K00811.01,CONFIRMED,CANDIDATE,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,4.05950,0.04810,-0.04810,2.1055e+03,3.100e+01,-3.100e+01,0.041039,8.160000e-04,-8.870000e-04,3.41,2.800e-01,-3.100e-01,0.1326,,,518.0,,,38.910000,5.500000,-5.500000,4905.00,148.00,-148.00,289.315430,39.153278,15.398
106,4139816,K00812.01,CONFIRMED,CANDIDATE,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,1.91040,0.03180,-0.03180,1.6326e+03,2.660e+01,-2.660e+01,0.037683,3.672000e-03,-7.710000e-04,2.03,1.300e-01,-1.700e-01,0.0348,,,656.0,,,12.400000,6.100000,-6.100000,3950.00,70.00,-86.00,286.079130,39.278320,15.954
108,5358241,K00829.01,CONFIRMED,CANDIDATE,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,4.40560,0.06870,-0.06870,8.9360e+02,2.090e+01,-2.090e+01,0.027096,7.330000e-04,-4.260000e-04,3.12,4.700e-01,-2.800e-01,0.1390,,,701.0,,,33.120000,2.300000,-2.300000,5775.00,78.00,-78.00,290.461760,40.562462,15.386
109,10875245,K00117.02,CONFIRMED,CANDIDATE,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,4.16540,0.05850,-0.05850,1.4070e+02,2.900e+00,-2.900e+00,0.011136,1.868000e-03,-3.400000e-04,1.70,8.000e-02,-5.000e-02,0.0586,,,1262.0,,,7.780000,3.700000,-3.700000,5847.00,64.00,-75.00,297.028260,48.208611,12.487
110,5358241,K00829.02,CONFIRMED,CANDIDATE,9.751921010,4.8290000e-05,-4.8290000e-05,138.7860800,3.600000e-03,-3.600000e-03,4.79300,0.18100,-0.18100,4.1800e+02,1.620e+01,-1.620e+01,0.024042,8.980000e-04,-5.325000e-03,2.76,4.300e-01,-2.400e-01,0.0902,,,870.0,,,6.050000,3.000000,-3.000000,5775.00,78.00,-78.00,290.461760,40.562462,15.386
111,5358241,K00829.03,CONFIRMED,CANDIDATE,38.557654600,1.7650000e-04,-1.7650000e-04,163.8506300,4.070000e-03,-4.070000e-03,5.79400,0.19900,-0.19900,9.9300e+02,2.680e+01,-2.680e+01,0.034980,3.036000e-03,-5.546000e-03,4.02,6.200e-01,-3.600e-01,0.2255,,,550.0,,,24.900000,12.400000,-12.400000,5775.00,78.00,-78.00,290.461760,40.562462,15.386
112,5358624,K00830.01,CONFIRMED,CANDIDATE,3.525632539,1.5000000e-07,-1.5000000e-07,170.0479951,3.330000e-05,-3.330000e-05,2.59959,0.00079,-0.00079,2.2335e+04,1.310e+01,-1.310e+01,0.133720,1.100000e-05,-2.890000e-04,11.58,9.000e-01,-4.800e-01,0.0431,,,975.0,,,11.699000,0.218000,-0.218000,5150.00,82.00,-82.00,290.581730,40.577400,15.224
113,4544670,K00815.01,CANDIDATE,CANDIDATE,34.843986440,4.0360000e-05,-4.0360000e-05,172.6332520,9.400000e-04,-9.400000e-04,2.93150,0.07020,-0.07020,4.5236e+03,8.250e+01,-8.250e+01,0.080046,5.836510e-01,-6.303000e-03,7.61,1.720e+00,-9.100e-01,0.1971,,,511.0,,,49.310000,5.000000,-5.000000,5509.00,166.00,-166.00,285.920010,39.624828,15.684
114,4664847,K00816.01,CONFIRMED,CANDIDATE,7.748094239,7.5530000e-06,-7.5530000e-06,174.9972060,7.650000e-04,-7.650000e-04,3.59570,0.04300,-0.04300,2.4721e+03,2.570e+01,-2.570e+01,0.046615,2.645000e-03,-1.294000e-03,5.52,1.700e+00,-5.600e-01,0.0810,,,964.0,,,15.000000,4.100000,-4.100000,5973.00,169.00,-232.00,294.489900,39.771439,15.670
115,4725681,K00817.01,CONFIRMED,CANDIDATE,23.967936690,9.2490000e-05,-9.2490000e-05,186.2218200,3.050000e-03,-3.050000e-03,3.82700,0.11300,-0.11300,1.1823e+03,4.610e+01,-4.610e+01,0.031410,6.110000e-04,-1.620000e-03,1.80,1.000e-01,-1.500e-01,0.1322,,,329.0,,,45.200000,18.800000,-18.800000,3747.00,75.00,-83.00,283.866390,39.898079,15.414
116,4913852,K00818.01,CONFIRMED,CANDIDATE,8.114374820,1.0920000e-05,-1.0920000e-05,176.3396800,1.070000e-03,-1.070000e-03,2.27360,0.04470,-0.04470,1.5580e+03,3.200e+01,-3.200e+01,0.037204,5.948000e-03,-1.531000e-03,2.10,1.400e-01,-1.600e-01,0.0649,,,460.0,,,23.580000,7.500000,-7.500000,3692.00,73.00,-83.00,288.812010,40.033401,15.877
118,4936180,K00820.01,CANDIDATE,CANDIDATE,4.640900310,1.4850000e-05,-1.4850000e-05,173.6463800,2.610000e-03,-2.610000e-03,35.51200,0.27400,-0.27400,2.4506e+03,1.170e+01,-1.170e+01,0.333559,8.789300e-02,-7.570900e-02,30.09,5.790e+00,-3.140e+00,0.0503,,,1155.0,,,1.354000,0.242000,-0.242000,6463.00,205.00,-205.00,295.113710,40.071171,15.270
120,10875245,K00117.01,CONFIRMED,CANDIDATE,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,6.09950,0.04400,-0.04400,4.3020e+02,4.200e+00,-4.200e+00,0.018864,3.980000e-04,-2.280000e-04,2.89,1.300e-01,-1.000e-01,0.1221,,,874.0,,,18.560000,1.100000,-1.100000,5847.00,64.00,-75.00,297.028260,48.208611,12.487
121,5021899,K00821.01,CONFIRMED,CANDIDATE,21.812959960,7.2290000e-05,-7.2290000e-05,174.0108500,2.610000e-03,-2.610000e-03,4.37910,0.09100,-0.09100,1.1754e+03,3.580e+01,-3.580e+01,0.030952,1.019000e-03,-8.440000e-04,3.38,9.100e-01,-4.900e-01,0.1495,,,639.0,,,39.183000,0.644000,-0.644000,5601.00,166.00,-166.00,294.776860,40.153740,15.540
123,5115978,K00823.01,CANDIDATE,CANDIDATE,1.028436523,7.0500000e-07,-7.0500000e-07,170.2285820,5.400000e-04,-5.400000e-04,1.86060,0.03400,-0.03400,8.0980e+03,1.270e+02,-1.270e+02,0.673134,2.256260e-01,-3.319490e-01,72.77,2.771e+01,-8.600e+00,0.0197,,,1947.0,,,2.891000,0.184000,-0.184000,6228.00,183.00,-219.00,296.006990,40.295429,15.202
124,5164255,K00824.01,CONFIRMED,CANDIDATE,15.375623690,1.0170000e-05,-1.0170000e-05,173.6140200,6.080000e-04,-6.080000e-04,3.31690,0.06450,-0.06450,1.5337e+04,1.140e+02,-1.140e+02,0.121030,1.363000e-03,-3.480000e-03,11.01,4.400e-01,-8.200e-01,0.1121,,,600.0,,,31.240000,6.900000,-6.900000,4986.00,79.00,-79.00,283.253540,40.358189,16.422
125,5252423,K00825.01,CONFIRMED,CANDIDATE,8.103632710,2.0320000e-05,-2.0320000e-05,176.9486000,2.050000e-03,-2.050000e-03,3.16100,0.06350,-0.06350,8.8790e+02,2.450e+01,-2.450e+01,0.026361,1.094000e-03,-5.450000e-04,2.11,1.800e-01,-2.000e-01,0.0712,,,687.0,,,20.090000,1.500000,-1.500000,4861.00,131.00,-146.00,283.221410,40.421829,15.289
126,5252423,K00825.02,CONFIRMED,CANDIDATE,4.715108430,1.9410000e-05,-1.9410000e-05,134.9617800,3.240000e-03,-3.240000e-03,2.50600,0.10300,-0.10300,4.1750e+02,2.200e+01,-2.200e+01,0.018268,8.210000e-04,-7.130000e-04,1.46,1.200e-01,-1.400e-01,0.0496,,,823.0,,,14.180000,2.900000,-2.900000,4861.00,131.00,-146.00,283.221410,40.421829,15.289
127,5272878,K00826.01,CONFIRMED,CANDIDATE,6.365839713,8.0600000e-06,-8.0600000e-06,171.1357500,1.000000e-03,-1.000000e-03,2.97210,0.04080,-0.04080,7.8070e+02,1.310e+01,-1.310e+01,0.026275,3.895000e-03,-7.410000e-04,2.44,6.000e-01,-2.100e-01,0.0659,,,914.0,,,14.460000,4.400000,-4.400000,5776.00,155.00,-155.00,291.149510,40.420521,15.090
130,5651104,K00840.01,CONFIRMED,CANDIDATE,3.040330460,3.3700000e-07,-3.3700000e-07,169.9490106,8.860000e-05,-8.860000e-05,1.84110,0.01680,-0.01680,1.0859e+04,2.580e+01,-2.580e+01,0.104023,4.700000e-04,-1.431000e-03,8.99,8.000e-01,-9.900e-01,0.0374,,,1021.0,,,10.410000,1.000000,-1.000000,5035.00,151.00,-151.00,299.316100,40.822380,15.028
131,5792202,K00841.01,CONFIRMED,CANDIDATE,15.335286750,1.9890000e-05,-1.9890000e-05,174.0027800,1.030000e-03,-1.030000e-03,3.89700,0.07710,-0.07710,3.0814e+03,3.900e+01,-3.900e+01,0.056000,1.045000e-03,-5.222000e-03,5.00,4.900e-01,-1.800e-01,0.1179,,,610.0,,,21.650000,9.100000,-9.100000,5251.00,105.00,-105.00,292.236760,41.085880,15.855
132,10875245,K00117.04,CONFIRMED,CANDIDATE,7.958253280,7.6730000e-05,-7.6730000e-05,137.8021900,7.670000e-03,-7.670000e-03,4.37700,0.22900,-0.22900,5.0000e+01,3.700e+00,-3.700e+00,0.006915,1.188000e-03,-5.680000e-04,1.06,5.000e-02,-4.000e-02,0.0809,,,1074.0,,,10.010000,5.000000,-5.000000,5847.00,64.00,-75.00,297.028260,48.208611,12.487
133,5792202,K00841.02,CONFIRMED,CANDIDATE,31.330461350,3.9770000e-05,-3.9770000e-05,153.4303100,1.030000e-03,-1.030000e-03,5.17600,0.10200,-0.10200,5.0738e+03,4.840e+01,-4.840e+01,0.072904,8.280000e-04,-2.069000e-03,6.50,6.400e-01,-2.300e-01,0.1898,,,481.0,,,33.190000,8.000000,-8.000000,5251.00,105.00,-105.00,292.236760,41.085880,15.855
137,5436502,K00834.01,CONFIRMED,CANDIDATE,23.653694150,1.7480000e-05,-1.7480000e-05,171.3761070,6.030000e-04,-6.030000e-04,8.21830,0.02100,-0.02100,3.3418e+03,1.320e+01,-1.320e+01,0.052190,2.660000e-04,-9.800000e-05,7.89,1.380e+00,-1.520e+00,0.1658,,,731.0,,,23.142000,0.107000,-0.107000,5739.00,114.00,-103.00,287.897130,40.637821,15.084
138,5436502,K00834.02,CONFIRMED,CANDIDATE,13.233522140,4.5030000e-05,-4.5030000e-05,140.3219600,2.750000e-03,-2.750000e-03,6.73720,0.08750,-0.08750,5.0460e+02,1.080e+01,-1.080e+01,0.020278,5.660000e-04,-2.690000e-04,3.06,5.400e-01,-5.800e-01,0.1126,,,888.0,,,15.320000,0.566000,-0.566000,5739.00,114.00,-103.00,287.897130,40.637821,15.084
139,5436502,K00834.03,CONFIRMED,CANDIDATE,6.155602850,2.7040000e-05,-2.7040000e-05,134.8165600,3.450000e-03,-3.450000e-03,4.98430,0.09940,-0.09940,2.8500e+02,8.600e+00,-8.600e+00,0.015336,4.500000e-04,-3.620000e-04,2.32,4.000e-01,-4.500e-01,0.0676,,,1146.0,,,9.340000,1.200000,-1.200000,5739.00,114.00,-103.00,287.897130,40.637821,15.084
140,5436502,K00834.04,CONFIRMED,CANDIDATE,2.090811305,9.5710000e-06,-9.5710000e-06,134.1746200,3.980000e-03,-3.980000e-03,3.38800,0.10600,-0.10600,1.1590e+02,6.400e+00,-6.400e+00,0.010686,2.185000e-03,-9.660000e-04,1.62,2.800e-01,-3.200e-01,0.0329,,,1642.0,,,3.320000,1.500000,-1.500000,5739.00,114.00,-103.00,287.897130,40.637821,15.084
141,10875245,K00117.03,CONFIRMED,CANDIDATE,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,3.57970,0.05580,-0.05580,1.2030e+02,2.700e+00,-2.700e+00,0.009989,2.540000e-04,-1.840000e-04,1.53,7.000e-02,-5.000e-02,0.0439,,,1458.0,,,6.751000,0.764000,-0.764000,5847.00,64.00,-75.00,297.028260,48.208611,12.487
142,5436502,K00834.05,CONFIRMED,CANDIDATE,50.446741700,6.5050000e-04,-6.5050000e-04,178.5014000,1.030000e-02,-1.030000e-02,7.15900,0.24700,-0.24700,3.7030e+02,2.010e+01,-2.010e+01,0.017670,6.220000e-04,-8.530000e-04,2.67,4.700e-01,-5.100e-01,0.2747,,,568.0,,,50.900000,18.400000,-18.400000,5739.00,114.00,-103.00,287.897130,40.637821,15.084
143,5456651,K00835.01,CONFIRMED,CANDIDATE,11.763071640,2.0350000e-05,-2.0350000e-05,180.9361300,1.300000e-03,-1.300000e-03,2.90760,0.05000,-0.05000,1.0373e+03,2.390e+01,-2.390e+01,0.028519,1.069000e-03,-4.430000e-04,2.35,1.700e-01,-8.000e-02,0.0954,,,616.0,,,31.760000,1.500000,-1.500000,4959.00,99.00,,294.202150,40.663410,15.208
